speaker,saying,categories
고당 조만식,고향을 묻지 말자. 우리가 고국에 돌아가게 되면 피차 고향을 묻지 말고 일하자 . 인화와 단결이야말로 국권을 회복하는 과정에서 뿐 만 아니라 나라가 독립했을 경우에도 마찬가지로 중요한 것이다.,['대한민국 독립']
브라이언트,곤란이란 위대한 마음을 키워주는 유모이다.,"['곤란', '위기', '마음']"
레우왈레이스,과도한 재산을 소유하게 되었을 때보다 더 시련을 당하게 되는 적은 없다.,['재산']
발타사르 그라시안,"과장에는 과장으로 대처하라. 재치있는 말은 상황과 경우에 따라 사용되어야 하며, 이것이 바로 지혜의 힘임을 알라.","['과장', '지혜']"
벤저민 디즈레일리,관습은 법만큼 현명하지 못할지 모른다. 그러나 관습은 언제나 법보다 훨씬 보편적이다.,"['관습', '법(law)']"
볼테르,"관용이란 무엇인가? 인간애의 결과라 할 수 있다. 우리는 모두 불완전한 존재이니 서로의 실수를 용서하는 것, 이것이 첫번째 자연의 섭리다.",['관용']
빈센트 반 고흐,괴로워하거나 불평하지 말라. 사소한 불평은 눈감아 버리라. 어떤 의미에서는 인생의 큰 불행까지도 감수하고 목적만을 향하여 똑바로 전진하라.,"['인생살이', '불평']"
나폴레옹,괴로움을 견디려면 죽는 것보다 더 큰 용기가 필요하다.,['괴로움']
칼릴 지브란,한겨울에도 움트는 봄이 있는가 하면 밤의 장막 뒤에는 미소 짓는 새벽이 있다.,"['인생살이', '희망']"
샘 레번슨,첫눈에 반하기란 쉽지만 기적이 이루어지는 것은 두 사람이 여러 해 동안 마주 보고 난 뒤의 일.,['사랑']
베터 미들러,30세가 넘으면 사람은 자기 주관을 갖게 된다.,"['주관', '30세', '30대']"
헨리 데이비드 도로,우리는 자명종 소리에 의해서가 아니라 새벽에의 무한한 기대감으로 깨어나는 법을 익혀야 하고 또한 스스로 늘 깨어 있어야만 한다.,"['열정', '기대감', '꿈(dream)']"
도미다 고지로,예술은 창조자와 감상하는 사람이 서로 만나는 환희의 광장.,['예술']
F. 스코트 피츠제럴드,생명력은 살아 남는 능력뿐 아니라 새로 시작하는 능력에서도 드러난다.,['생명력']
할 보런드,힘과 인내를 알고자 한다면 나무를 벗으로 삼으라.,"['인생살이', '나무']"
존 바에즈,어떻게 죽을 것인가를 선택하려 들지 말라. 또는 언제 죽을 것인가도. 당신은 지금 이 순간 어떻게 살 것인가를 결정할 수 있을 따름이니까.,"['죽음', '삶']"
호안 미로,예술 작품 그 자체보다 더욱 중요한 것은 그것이 무슨 씨앗을 뿌리게 될까 하는 사실이다. 예술은 죽고 한 장의 그림은 사라질 수 있다. 남는 것은 오직 그것이 뿌린 씨앗.,"['예술', '작품']"
빈센트 반 고흐,아무 것도 시도할 용기를 갖지 못한다면 인생은 대체 무엇이겠는가.,"['인생', '시도']"
랠프 월도 에머슨,세상의 천재적 작품 속에는 우리의 머리 속에도 한번은 떠올랐으나 우리 스스로 버린 사상이 깃들여져 있다. 우리 스스로 생각했다가 내버린 생각들이 새삼 위엄을 갖추고 되돌아왔음을 발견한다.,['작품']
제이컵 브러노프스키,과학의 임무는 지구를 떠맡는 노릇이 아니라 도덕적 상상력을 물려받는 일이다. 왜냐하면 도덕적 상상력이 없으면 인간과 믿음 그리고 과학이 함께 멸망해 버리고 말 것이기 때문.,"['도덕', '과학']"
마리아 톨치프,"아무런 문제의식이 없는 표정을 나는 미워한다. 더 많이 배우고, 더 많이 탐구하고, 더 많이 보고, 더 큰 사람이 되고자 하는 욕망이 없는 얼굴은 싫다.",['표정']
라빈드라나드 타고르,땅은 봉사해 준 대가로 나무를 붙들어 두지만 하늘은 아무것도 요구하지 않고 나무를 자유롭게 내버려 둔다.,"['땅(land)', '하늘']"
조지 엘리어트,인생살이를 서로 덜 힘드는 것으로 만들려 애쓰지 않는다면 우리는 무엇 때문에 사는가?,['인생살이']
헨리 하스킨스,충분한 휴식을 취한 후 할 일이 없는 것은 가장 견디기 어려운 권태.,"['휴식', '권태']"
존 모리,사람을 침묵시켰다고 해서 그의 마음을 변화시킨 것은 아니다.,['침묵']
앨런 앨더,독창성이란 탐험되지 않은 땅. 카누를 타고는 갈 수 있지만 택시를 타고는 도달할 수 없는 곳.,['독창성']
C.D.잭슨,위대한 사상은 날개와 아울러 착륙장치도 필요로 한다.,['사상']
카렐 차펙,만약에 개들이 말을 할 수 있다면 우리는 사람들과 사귀는 노릇만큼이나 개들과 친하게 지내는 일도 어렵다는 사실을 깨닫게 될 것이다.,"['인간관계', '개(dog)']"
헬렌 켈러,태양을 바라보고 살아라. 너의 그림자를 못 보리라.,"['꿈(dream)', '미래', '희망']"
헬렌 켈러,"여러분이 정말 불행할 때, 세상에는 당신이 해야 할 일이 있다는 것을 믿으십시오. 여러분이 타인의 고통을 덜어줄 수 있는 한, 삶은 헛되지 않습니다.","['인생살이', '불행', '삶']"
칸트,네가 헛되이 보내고 있는 오늘은 어제 죽은 사람이 그렇게도 살고 싶었던 내일이다.,"['시간', '오늘']"
S. 존슨,짧은 인생은 시간의 낭비에 의해 더욱 짧아진다.,"['시간', '인생']"
파킨스,일은 그것이 쓰일 수 있는 시간이 있는 만큼 팽창한다.,"['일(work)', '시간']"
괴테,시간을 짧게 하는 것은 무엇일까? 활동. 시간을 견딜 수 없이 지루하게 하는 것은 무엇일까? 게으름.,"['시간', '활동', '안일함']"
유럽 속담,짬을 이용하지 못하는 사람은 항상 짬이 없다.,"['시간', '여가']"
에우리피데스,시간이 모든 것을 말해준다. 시간은 묻지 않았는 데도 말을 해주는 수다쟁이다.,['시간']
롱펠로,미래를 신뢰하지 마라. 죽은 과거는 묻어버려라. 그리고 살아있는 현재에 행동하라.,"['행동', '미래', '과거', '현재']"
니체,오늘 가장 좋게 웃는 자는 역시 최후에도 웃을 것이다.,['웃음']
단테,오늘이라는 날은 두번 다시 오지 않는다는 것을 잊지 말라.,['오늘']
F. 드래커,계획이란 미래에 관한 현재의 결정이다.,['계획']
아놀드 버넷,시간은 말로써 나타낼 수 없을 만큼 멋진 만물의 소재이다.,['시간']
베이컨,시간을 선택하는 것은 시간을 절약하는 것이다.,"['시간', '시간활용']"
키케로,시간이 덜어주거나 부드럽게 해주지 않는 슬픔이란 하나도 없다.,"['시간', '슬픔']"
페리클레스,시간이 말하는 것을 잘 들어라. 시간은 가장 현명한 법률고문이다.,['시간']
나폴레옹 보나파르트,"귀하여! 가라, 달려라, 그리고 세계가 6일 동안에 만들어졌음을 잊지 말라. 그대는 그대가 원하는 것은 무엇이든지 나에게 청구할 수 있지만 시간만은 안된다.",['시간']
알렉산드리아 피네,가장 바쁜 사람이 가장 많은 시간을 갖는다. 부지런히 노력하는 사람이 결국 많은 대가를 얻는다.,"['시간', '근면']"
소포클레스,네가 헛되이 보낸 오늘은 어제 죽은 이가 그토록 갈망하던 내일이다.,"['시간', '오늘', '하루']"
C. 힐티,내일은 시련에 대응하는 새로운 힘을 가져다 줄 것이다.,"['시간', '내일', '시련']"
에디슨,"변명 중에서도 가장 어리석고 못난 변명은 ""시간이 없어서""라는 변명이다.","['변명', '시간']"
유태 격언,"사람은 금전을 시간보다 중히 여기지만, 그로 인해 잃어버린 시간은 금전으론 살 수 없다.","['시간', '돈(money)']"
오마르 하이얌,"새해는 묵은 욕망들을 소생시키고, 고독하고 사려깊은 영혼이 물러가는 해.","['새해', '시간']"
세르반테스,선천적으로 현명한 사람은 없다. 시간이 모든 것을 완성한다.,"['사람', '현명', '시간']"
아뷰난드,세월은 누구에게나 공평하게 주어진 자본금이다. 이 자본을 잘 이용한 사람에겐 승리가 있다.,"['세월', '인생']"
채근담,"세월은 본래 길건만 바쁜 자는 스스로 줄이고, 천지는 본래 넓건만 천한 자는 스스로 좁히며, 바람과 꽃과 눈과 달은 본래 한가한 것이건만 악착같은 자는 스스로 분주하니라.",['세월']
J. 하비스,"승자는 시간을 관리하며 살고, 패자는 시간에 끌려 산다.","['승자', '패자', '시간']"
에셴바흐,시간을 지배할 줄 아는 사람은 인생을 지배할 줄 아는 사람이다.,"['시간', '인생']"
장 드 라브뤼예르,시간을 최악으로 사용하는 사람들은 시간이 부족하다고 늘 불평한다.,['시간']
체스터 필드,"시간의 참된 가치를 알라. 그것을 붙잡아라. 억류하라. 그리고 그 순간순간을 즐겨라. 게을리 하지 말며, 헤이해 지지 말며, 우물거리지 말라. 오늘 할 수 있는 일을 내일까지 미루지 말라.",['시간']
이솝 우화,어려운 일은 시간이 해결해 준다.,"['어려움', '시간']"
C. 힐티,오늘의 식사는 내일로 미루지 않으면서 오늘 할 일은 내일로 미루는 사람이 많다.,"['미룸', '미루기']"
카네기,우리는 일 년 후면 다 잊어버릴 슬픔을 간직하느라고 무엇과도 바꿀 수 없는 소중한 시간을 버리고 있습니다. 소심하게 굴기에 인생은 너무나 짧습니다.,"['인생', '슬픔']"
루이사 메이 올콧,일하는 시간과 노는 시간을 뚜렷이 구분하라. 시간의 중요성을 이해하고 매 순간을 즐겁게 보내고 유용하게 활용하라. 그러면 젊은 날은 유쾌함으로 가득 찰 것이고 늙어서도 후회할 일이 적어질 것이며 비록 가난할 때라도 인생을 아름답게 살아갈 수 있다.,"['인생살이', '시간']"
톨스토이,전력을 다해서 시간에 대항하라.,['시간']
푸블릴리우스 시루스,하루하루를 우리의 마지막 날인 듯이 보내야 한다.,"['인생살이', '하루']"
채근담,"한가한 때 헛되이 세월을 보내지 않으면 다음날 바쁠 때 쓰임이 있게 되고, 고요한 때에도 쉼이 없다면 다음날 활동할 때 도움이 되느니라. 남이 안 보는 곳에서도 속이거나 숨기지 않으면 여럿이 있는 곳에 나갔을 때 떳떳이 행동할 수 있느니라.","['인생살이', '근면', '정직함']"
호레스,"희망과 근심, 공포와 불안 가운데 그대 앞에 빛나고 있는 하루하루를 마지막이라고 생각하라. 그러면 예측할 수 없는 시간은 그대에게 더 많은 시간을 줄 것이다.","['시간', '하루']"
반 고흐,"너는 아직도 네가 평범한 사람이 될지도 모른다는 두려움을 느낄 때가 있다고 했지. 그러면서 너는 왜 네 영혼 속에 있는 최상의 가치를 죽여 없애려는 거냐? 그렇게 한다면, 네가 겁내는 일이 이루어 지고 말 것이다. 사람은 왜 평범하게 된다고 생각하니? 그건 세상이 명령하는대로 오늘은 이것에 따르고 내일은 다른 것에 맞추면서, 세상에 결코 반대하지않고 다수의 의견에 따르기 때문이다.","['인생살이', '평범함', '의견']"
빈센트 반 고흐,"만약 가슴 안에서 ""나는 그림에 재능이 없는 걸"" 이라는 음성이 들려오면 반드시 그림을 그려 보아야 한다. 그 소리는 당신이 그림을 그릴 때 잠잠해진다.","['그림', '화가']"
알베르트 아인슈타인,교사의 임무는 독창적인 표현과 지식의 희열을 불러 일으켜주는 일이다.,['교사']
케네디,교육의 목표는 지식의 증진과 진리의 씨뿌리기이다.,['교육']
로버트 프로스트,"교육이란 화를 내지 않고, 자신감을 잃지 않으면서도 거의 모든것에 귀기울일 수 있는 능력이다.",['교육']
해럴드 조지프 래스키,국가가 그 권위에의 비판을 어느 정도까지 허용 하는가가 그 국가가 사회의 충성심을 어느 정도까지 쥐고 있는가에 대한 가장 확실한 지표다.,"['국가', '권위', '비판']"
에이브러햄 링컨,국가는 영토와 국민과 법률로 구성된다고 말할 수 있을 것이다. 영토는 어떤 내구적인것으로 이루어지는 유일한 부분이다.,"['국가', '영토']"
J. 오르데가이 가세트,국가란 내일을 위한 계획을 가지고 있다는 사실에 의하여 형성되고 생명이 유지된다.,['국가']
소크라테스,국가란 어머니와 같은 것이다.,['국가']
H. 트라이치케,국가란 최고의 도덕적인 존재이다.,['국가']
존 피츠제럴드 케네디,국민이 내일에의 신념을 갖지 않으면 발전은 있을 수 없다.,"['국민', '신념']"
더글러스 맥아더,"군인은 다른 모든 국민보다 평화를 위해 기도한다. 그는 깊은 상처와 전쟁의 상흔을 고통받고, 참아야 하기 때문이다.",['군인']
조지 스미스 패튼,"군인이 소유할 수 있는 가장 중요한 자질은 철저하고, 완전하고, 거만한 자신감이다.","['군인', '자신감']"
장자,"군자의 사귐은 담담함이 물과 같고, 소인의 사귐은 달콤함이 단술과 같다.","['사귐', '군자', '소인']"
니콜로 마키아벨리,군주는 민중으로부터 사랑받지 않아도 좋지만 원망받지 말아야 한다. 이것은 시민들이 생명과 재산에 대한 위협없이 안심하고 살 수 있게만 해준다면 얼마든지 가능하다.,"['군주', '정치']"
레프 니콜라예비치 톨스토이,"군중이란 설령 좋은 사람만 모인 곳에서라도 동물적인 큰 악한 면만 나타내는 것이고, 인간의 본성적 약점과 잔인성만 보이는 법이다.",['군중']
베이컨,굴욕적인 신앙보다는 숫제 무신앙인 편이 좋다.,"['신앙', '무신앙']"
니체,굶주림이 혁명을 낳는 것은 아니다. 그보다도 민중이 먹게 되자 식욕을 얻은 것이다.,"['굶주림', '빈곤', '혁명', '민중']"
